image_url,image_location,image_calendar,image_copyright
https://bing.ioliu.cn/photo/CactiIslaPescado_ZH-CN11317505000?force=download,"非洲, 玻利维亚, 仙人掌岛",2018-02-27,玻利维亚乌尤尼盐湖的仙人掌岛 (© Alex Saberi/Getty Images)
https://bing.ioliu.cn/photo/WoolBaySeadragon_EN-AU12559454946?force=download,亚洲,2018-02-26,羊毛湾附近海域的叶形海龙，澳大利亚 (© Alex Mustard/Minden Pictures)
https://bing.ioliu.cn/photo/PinnaclesHoodoos_EN-AU12765255990?force=download,"北美洲, 美国, 布莱斯峡谷国家公园",2018-02-25,布莱斯峡谷国家公园的雾中石林，美国犹他州 (© Eleanor Scriven/plainpicture)
https://bing.ioliu.cn/photo/SwissFoxSnow_EN-AU12956141356?force=download,"欧洲, 瑞士, 侏罗山",2018-02-24,侏罗山脉一侧的一只赤狐，瑞士 (© Laurent Geslin/NPL/Minden Pictures)
https://bing.ioliu.cn/photo/CORiverDelta_EN-AU10256713484?force=download,"北美洲, 墨西哥, 科罗拉多河",2018-02-23,科罗拉多河三角洲鸟瞰图，墨西哥 (© Peter McBride/Aurora Photos)
https://bing.ioliu.cn/photo/RomanTheatre_EN-AU8544643859?force=download,"欧洲, 西班牙, 卡塔赫纳",2018-02-22,罗马剧场，西班牙卡塔赫纳 (© Luis Davilla/Getty Images)
https://bing.ioliu.cn/photo/InnerdalsvatnaVideo_EN-AU11002526366?force=download,"欧洲, 挪威, 孙达尔",2018-02-21,Ålvundeidet村附近的Innerdalsvatna湖，挪威 (© Anders Graham/Turbin Films/Nimia)
https://bing.ioliu.cn/photo/AyuttayaBuddha_EN-AU8837500887?force=download,"亚洲, 泰国, 阿瑜陀耶城",2018-02-20,阿瑜陀耶城内的“树中佛像”，泰国 (© Garret Suhrie/Tandem Stills + Motion)
https://bing.ioliu.cn/photo/KoriBustard_ZH-CN9730794842?force=download,"非洲, 肯尼亚, 马赛马拉国家保护区",2018-02-19,雄性灰颈鹭鸨，肯尼亚马赛马拉国家保护区 (© Christina Krutz/Masterfile)
https://bing.ioliu.cn/photo/GHOwl_EN-AU8360878959?force=download,"北美洲, 美国, 圣克劳德市",2018-02-18,圣克劳德市南部托霍普卡莱加湖附近的大雕鸮，美国佛罗里达州 (© Matthew Studebaker/Minden Pictures)
https://bing.ioliu.cn/photo/OrangutanBaby_EN-AU10532835014?force=download,"亚洲, 印度尼西亚, 勒塞尔火山国家公园",2018-02-17,勒塞尔火山国家公园内的一只小苏门答腊猩猩，印度尼西亚 (© Cyril Ruoso/Minden Pictures)
https://bing.ioliu.cn/photo/WriteCouplets_ZH-CN11009087353?force=download,亚洲,2018-02-16,今日春节写春联庆新春 (© yurouguan/GettyImages)
https://bing.ioliu.cn/photo/HongKongFireworks_ZH-CN13422096721?force=download,欧洲,2018-02-15,今日除夕璀璨烟花迎新年，中国香港 (©Thanapol Kuptanisakorn/ Alamy Stock Photo)
https://bing.ioliu.cn/photo/AgricultureHeart_EN-AU11072776280?force=download,"欧洲, 德国, 特里陶",2018-02-14,今日情人节心形田野，德国特里陶 (© imageBROKER/Alamy)
https://bing.ioliu.cn/photo/PreservationHallStage_EN-AU8992559975?force=download,"北美洲, 美国, 新奥尔良",2018-02-13,路易斯安那州新奥尔良的典藏厅，美国 (© Cosmo Condina/Alamy)
https://bing.ioliu.cn/photo/YungbulakangPalace_EN-AU7734824363?force=download,"亚洲, 中国, 山南市",2018-02-12,雍布拉康，中国西藏自治区 (© Yumian Deng)
https://bing.ioliu.cn/photo/TeRewaRewa_EN-AU9716852261?force=download,"大洋洲, 新西兰, 新普利茅斯",2018-02-11,新普利茅斯附近的特雷瓦雷瓦桥，新西兰 (© Matthew Williams-Ellis/Aurora Photos)
https://bing.ioliu.cn/photo/BonifacioCorsica_EN-AU12600195218?force=download,"欧洲, 法国, 博尼法乔",2018-02-10,科西嘉岛上的博尼法乔城，法国 (© Hemis/Alamy)
https://bing.ioliu.cn/photo/WhiteTiger_JA-JP10951891008?force=download,"欧洲, 俄罗斯, 莫斯科",2018-02-09,莫斯科动物园内的一只孟加拉白虎，俄罗斯 (© andamanec/Shutterstock)
https://bing.ioliu.cn/photo/SaltMountains_EN-AU13132607165?force=download,"南美洲, 智利, 圣佩德罗德阿塔卡马",2018-02-08,多梅科山脉的岩盐山麓，智利 (© Sergio Ballivian/Tandem Stills + Motion)
https://bing.ioliu.cn/photo/KelpiesFalkirk_EN-AU8885510040?force=download,"欧洲, 英国, 福尔柯克",2018-02-07,螺旋公园内的铠魄巨马雕像，苏格兰福尔柯克 (© Best Shot Factory/REX/Shutterstock)
https://bing.ioliu.cn/photo/CumberlandIsland_EN-AU10182990410?force=download,"北美洲, 美国, 坎伯兰岛",2018-02-06,坎伯兰岛的海岸森林，美国佐治亚州 (© Chris Moore/Tandem Stills + Motion)
https://bing.ioliu.cn/photo/StormySeas_EN-AU9331975024?force=download,欧洲,2018-02-05,南极洲的浮动冰山 (© Ray Hems/Getty Images)
https://bing.ioliu.cn/photo/MonkeyGolden1_ZH-CN12125769581?force=download,欧洲,2018-02-04,今日立春周至自然保护区内一只以樱花为食的金丝猴，中国陕西秦岭 (© Florian Möllers/Minden Pictures)
https://bing.ioliu.cn/photo/UrbinoRooftops_EN-GB10329807146?force=download,"欧洲, 意大利, 乌尔比诺",2018-02-03,城墙环绕之城乌尔比诺的屋顶，意大利 (© Andrea Pucci/Getty Images)
https://bing.ioliu.cn/photo/AustrianAlpineMarmots_EN-AU9655226026?force=download,"欧洲, 奥地利, 高地陶恩国家公园",2018-02-02,高地陶恩国家公园内的阿尔卑斯旱獭，奥地利 (© blickwinkel/Alamy)
https://bing.ioliu.cn/photo/StubenamAlberg_EN-AU7684816211?force=download,"欧洲, 奥地利, 施图本",2018-02-01,施图本阿尔贝格，奥地利 (© 500px/Aurora Photos)
https://bing.ioliu.cn/photo/TartumaaEstonia_EN-AU13836445539?force=download,"欧洲, 爱沙尼亚, 塔尔图",2018-01-31,横跨塔尔图县的阳光，爱沙尼亚 (© Sven Zacek/Minden Pictures)
https://bing.ioliu.cn/photo/GraniteDells_EN-AU10224185236?force=download,"北美洲, 美国, 普雷斯科特",2018-01-30,花岗岩峡谷中的沃森湖，美国亚利桑那州 (© Tim Fitzharris/Minden Pictures)
https://bing.ioliu.cn/photo/VF5NASA_EN-AU11160261487?force=download,"北美洲, 美国, 克利夫兰市",2018-01-29,美国宇航局格伦研究中心的真空室，美国俄亥俄州克利夫兰 (© NASA)
https://bing.ioliu.cn/photo/KuhmoLapland_EN-AU8543807282?force=download,"欧洲, 芬兰, 库赫莫",2018-01-28,库赫莫附近的冬日美景，芬兰 (© Ville Heikkinen/iStock/Getty Images Plus)
https://bing.ioliu.cn/photo/BluePlankton_EN-AU9721339029?force=download,"欧洲, 英国, 安格尔西岛",2018-01-27,Trwyn杜灯塔附近的发光浮游生物，威尔士安格尔西岛 (© REX/Shutterstock)
https://bing.ioliu.cn/photo/EasternGrey_EN-AU11765734343?force=download,"大洋洲, 澳大利亚, 可西欧斯可国家公园",2018-01-26,可西欧斯可国家公园内的东部灰袋鼠，澳大利亚 (© Jochen Schlenker/Masterfile)
https://bing.ioliu.cn/photo/SamiLavvu_EN-AU10473316482?force=download,亚洲,2018-01-25,萨米帐篷的结构，挪威芬马克 (© Céleste Manet/plainpicture)
https://bing.ioliu.cn/photo/Fontainhas_ZH-CN10506085919?force=download,"非洲, 佛得角, 圣安唐岛",2018-01-24,圣安唐岛上的 Fontainhas村庄，佛得角共和国 (© Guiziou Franck/Getty Images)
https://bing.ioliu.cn/photo/LMNP_EN-AU10863507594?force=download,"南美洲, 巴西, 巴雷里尼亚斯",2018-01-23,伦索伊斯马拉年塞斯国家公园，巴西巴雷里尼亚斯 (© Rudi Sebastian/plainpicture)
https://bing.ioliu.cn/photo/BirdseyeGGB_PT-BR12998518634?force=download,"北美洲, 美国, 旧金山",2018-01-22,旧金山金门大桥鸟瞰图，美国加利福尼亚州 (© Alex Menendez/Aurora Photos)
https://bing.ioliu.cn/photo/ScotlandSquirrel_EN-AU9009066153?force=download,"欧洲, 英国, 凯恩戈姆山国家公园",2018-01-21,凯恩戈姆山国家公园的欧亚红松鼠，苏格兰 (© SCOTLAND: The Big Picture/Minden Pictures)
https://bing.ioliu.cn/photo/TadamiTrain_ZH-CN13495442975?force=download,亚洲,2018-01-20,今日大寒一列穿越三岛村附近只见川的火车，日本 (© Nuttapoom Amornpashara/Getty Images)
https://bing.ioliu.cn/photo/OldTownPrague_EN-AU9590210839?force=download,"欧洲, 捷克, 布拉格",2018-01-19,布拉格老城，捷克共和国 (© Frank Chmura/age fotostock)
https://bing.ioliu.cn/photo/BlueMushroom_EN-AU9252668987?force=download,"大洋洲, 新西兰, 马希纳普阿湖",2018-01-18,马希纳普阿湖上的霍氏粉褶菌，新西兰 (© Thysje Arthur/Offset)
https://bing.ioliu.cn/photo/BarHarborCave_EN-AU8598700153?force=download,"北美洲, 美国, 巴港",2018-01-17,从缅因州巴港附近的海岸看到的银河 (© Adam Woodworth/Aurora Photos)
https://bing.ioliu.cn/photo/LionFish_EN-AU6148271680?force=download,欧洲,2018-01-16,"印度尼西亚海岸附近的狮子鱼 (© David Fleetham/Visuals Unlimited, Inc.)"
https://bing.ioliu.cn/photo/HighlandCattle_EN-AU7703511621?force=download,欧洲,2018-01-15,冬天的高地牛群 (© René van den Berg/Alamy)
https://bing.ioliu.cn/photo/OrkneyIslands_EN-AU7244174382?force=download,"欧洲, 英国, 桑迪岛",2018-01-14,桑迪岛和北海，苏格兰 (© Jim Richardson/Getty Images)
https://bing.ioliu.cn/photo/EnglemannSpruceForest_EN-AU10888336160?force=download,"北美洲, 美国, 米纳勒尔县",2018-01-13,沃尔夫克里克山口附近被火灾破坏的森林，美国科罗拉多州 (© Peter Essick/Aurora Photos)
https://bing.ioliu.cn/photo/TreasuryCandles_PT-BR9414027460?force=download,"亚洲, 约旦, 佩特拉",2018-01-12,卡兹尼神殿，约旦佩特拉 (© Felix Lipov/Shutterstock)
https://bing.ioliu.cn/photo/BowSnow_EN-AU9208049425?force=download,"北美洲, 美国, 纽约市",2018-01-11,中央公园的弓桥，美国纽约市 (© Ultima Gaina/iStock/Getty Images Plus)
https://bing.ioliu.cn/photo/SamburuNests_EN-AU12596720341?force=download,"非洲, 肯尼亚, 桑布鲁国家自然保护区",2018-01-10,桑布鲁国家自然保护区金合欢树上悬挂的织布鸟鸟巢，肯尼亚 (© Bernd Rohrschneider/Minden Pictures)
https://bing.ioliu.cn/photo/GreatFountainGeyer_EN-AU10674250728?force=download,"北美洲, 美国, 黄石国家公园",2018-01-09,大喷泉间歇泉，美国怀俄明州黄石国家公园 (© lightpix/iStock/Getty Images Plus)
https://bing.ioliu.cn/photo/CloudForest_EN-AU9578926154?force=download,"亚洲, 新加坡, 滨海湾花园",2018-01-08,滨海湾花园，新加坡 (© Hemis/Alamy Stock Photo)
https://bing.ioliu.cn/photo/StelvioPass_EN-AU13513583896?force=download,"欧洲, 意大利, 斯泰尔维奥",2018-01-07,奥特拉峰的斯泰尔维奥山口，意大利 (© Sandro Bisaro/Getty Images)
https://bing.ioliu.cn/photo/PWSeaOtterPup_EN-AU11045133126?force=download,"北美洲, 美国, 威廉王子湾",2018-01-06,海獭妈妈与小海獭，美国阿拉斯加威廉王子湾 (© AlaskaStock/Masterfile)
https://bing.ioliu.cn/photo/PrudhoeOx_ZH-CN9011398773?force=download,亚洲,2018-01-05,今日小寒普拉德霍湾附近的雄性麝牛，美国阿拉斯加 (© Oliver Smart/Alamy)
https://bing.ioliu.cn/photo/ChoKyungChulStars_EN-AU7777339561?force=download,"亚洲, 韩国, 华川郡",2018-01-04,广德山上的赵庆哲天文台，韩国江原道 (© Multi-bits/ImaZinS/Getty Images)
https://bing.ioliu.cn/photo/SaunaDolomites_EN-AU9608449389?force=download,欧洲,2018-01-03,多洛米蒂山脉Lagazuoi山上的桑拿屋，意大利 (© Spotcatch/Westend61/Offset)
https://bing.ioliu.cn/photo/TartanWeaving_EN-AU9638927946?force=download,亚洲,2018-01-02,织布机上的花呢格纹布，苏格兰爱丁堡 (© AA World Travel Library/Alamy)
https://bing.ioliu.cn/photo/RosehipRobin_ZH-CN10943133314?force=download,亚洲,2018-01-01,今日元旦一只栖息在玫瑰果树枝上的知更鸟，英国诺福克 (© Ernie Janes/Minden Pictures)
https://bing.ioliu.cn/photo/NordketteNYE_EN-AU12870487032?force=download,"欧洲, 奥地利, 因斯布鲁克",2017-12-31,新年前夕的烟花，奥地利诺德凯特山脉 (© imageBROKER/Alamy)
https://bing.ioliu.cn/photo/UKThamesBarrier_EN-AU8901255344?force=download,"欧洲, 英国, 伦敦",2017-12-30,泰晤士河防洪闸，英国伦敦 (© John Alexander/plainpicture)
https://bing.ioliu.cn/photo/PineZion_EN-AU12909890750?force=download,"北美洲, 美国, 锡安国家公园",2017-12-29,锡安国家公园的雪，美国犹他州 (© Jeff Foott/Minden Pictures)
https://bing.ioliu.cn/photo/HawaiiGST_EN-AU13793614204?force=download,"北美洲, 美国, 夏威夷",2017-12-28,夏威夷的绿海龟 (© Monica &amp; Michael Sweet/Aurora Photos)
https://bing.ioliu.cn/photo/CPNYSnow_EN-AU14243356452?force=download,"北美洲, 美国, 纽约市",2017-12-27,中央公园，美国纽约市 (© Nisian Hughes/Getty Images)
https://bing.ioliu.cn/photo/GlisGlis_EN-AU11460364843?force=download,"欧洲, 法国, 阿尔萨斯",2017-12-26,一只熟睡中的睡鼠，法国阿尔萨斯  (© M. Watsonantheo/SuperStock)
https://bing.ioliu.cn/photo/LaplandAurora_EN-AU12070884927?force=download,亚洲,2017-12-25,芬兰的北极光 (© Jorma Luhta/Minden Pictures)
https://bing.ioliu.cn/photo/NorthPole_EN-AU14115177583?force=download,北美洲,2017-12-24,北极 (© Sue Flood/Getty Images)
https://bing.ioliu.cn/photo/SFSantaCon_EN-AU11072721713?force=download,"北美洲, 美国, 旧金山",2017-12-23,旧金山联合广场的圣诞老人大会活动，美国加利福尼亚州 (© Mint Images/Aurora Photos)
https://bing.ioliu.cn/photo/Wintersolstice1222_ZH-CN10807868228?force=download,亚洲,2017-12-22,今日冬至湖中的天鹅，中国新疆伊犁州 (© SinoImages/Getty Images)
https://bing.ioliu.cn/photo/SolsticeSquirrel_PT-BR6551849968?force=download,亚洲,2017-12-21,一只从洞中偷窥的东部灰松鼠 (© Darlyne A. Murawski/Getty Images)
https://bing.ioliu.cn/photo/PowysCounty_ZH-CN11115693548?force=download,"欧洲, 英国, 波厄斯郡",2017-12-20,威尔士中部的波厄斯郡 (© Graham Lawrence/Aurora Photos)
https://bing.ioliu.cn/photo/ReindeerLichen_EN-AU9289253828?force=download,"欧洲, 英国, 达特穆尔国家公园",2017-12-19,达特穆尔国家公园内的驯鹿地衣，英国 (© Ian Redding/Getty Images Plus)
https://bing.ioliu.cn/photo/Snowflake_EN-GB8186875426?force=download,亚洲,2017-12-18,一片雪花 (© Don Komarechka/Science Photo Library)
https://bing.ioliu.cn/photo/MGRBerlin_EN-GB6734108494?force=download,"欧洲, 德国, 柏林",2017-12-17,柏林圣诞集市的狂欢节秋千，德国 (© Hannibal Hanschke/Reuters)
https://bing.ioliu.cn/photo/TamarackCones_EN-AU12178466392?force=download,"北美洲, 加拿大, 纽芬兰",2017-12-16,长满球果和花朵的美洲落叶松的树枝，加拿大纽芬兰 (© Bob Gibbons/Science Photo Library)
https://bing.ioliu.cn/photo/SeychellesCCSS_EN-AU10430664838?force=download,"非洲, 塞舌尔, 塞舌尔群岛",2017-12-15,塞舌尔群岛附近软珊瑚树中的一颗薄荷海星，塞舌尔 (© Norbert Wu/Minden Pictures)
https://bing.ioliu.cn/photo/PlutoNorthPole_ZH-CN12213356975?force=download,亚洲,2017-12-14,冥王星的北极 (© J Marshall/Alamy)
https://bing.ioliu.cn/photo/Freudenberg_EN-AU11714819408?force=download,"欧洲, 德国, 弗罗伊登贝格镇",2017-12-13,弗罗伊登贝格镇，德国 (© Iain Masterton/age fotostock)
https://bing.ioliu.cn/photo/Gnomes_EN-AU13899110865?force=download,"欧洲, 意大利, 佩尔吉内瓦尔苏加纳",2017-12-12,圣诞市场上出售的地精，意大利佩尔吉内瓦尔苏加纳 (© Flavia Morlachetti/Moment/Getty Images)
https://bing.ioliu.cn/photo/Jangothang_EN-AU12673032792?force=download,"亚洲, 不丹, 廷布",2017-12-11,卓木拉日峰上的古老宗堡，不丹 (© Alex Treadway/plainpicture)
https://bing.ioliu.cn/photo/SiberianJay_EN-AU7327037586?force=download,"欧洲, 俄罗斯, 西伯利亚",2017-12-10,普托拉纳高原上的北噪鸦，俄罗斯西伯利亚 (© Sergey Gorshkov/Minden Pictures)
https://bing.ioliu.cn/photo/FlightFest_EN-AU9045713592?force=download,"欧洲, 意大利, 佛罗伦萨",2017-12-09,老桥，意大利佛罗伦萨 (© Michele Castellani/Alamy)
https://bing.ioliu.cn/photo/SibeliusMonument_JA-JP8903164725?force=download,"欧洲, 芬兰, 赫尔辛基",2017-12-08,西贝柳斯纪念碑，芬兰赫尔辛基 (© Ville Heino/500px)
https://bing.ioliu.cn/photo/Snow_ZH-CN11178898651?force=download,亚洲,2017-12-07,今日大雪暴风雪中两只在树干上攀爬的大熊猫，中国四川 (© Juan Carlos Munoz/NPL/Minden Pictures)
https://bing.ioliu.cn/photo/MatusevichGlacier_EN-AU13620113504?force=download,亚洲,2017-12-06,南极洲的马图谢维奇冰川 (© NASA)
https://bing.ioliu.cn/photo/AberystwythSeafront_EN-AU9268158003?force=download,"欧洲, 英国, 阿伯里斯特威斯",2017-12-05,阿伯里斯特威斯的海滨长廊，英国威尔士锡尔迪金 (© Riccardo Spila/SIME/eStock Photo)
https://bing.ioliu.cn/photo/Motherboard_EN-AU12641512843?force=download,亚洲,2017-12-04,计算机主板细节图 (© Antonio Romero/Science Photo Library)
https://bing.ioliu.cn/photo/SchwetzingenAerial_ZH-CN11628382780?force=download,"欧洲, 德国, 施韦青根城堡花园",2017-12-03,施韦青根城堡花园鸟瞰图，德国巴登-符腾堡州 (© aerial-photos.com/Alamy)
https://bing.ioliu.cn/photo/PotashPonds_EN-AU13213047688?force=download,"北美洲, 美国, 格兰德",2017-12-02,摩押附近的沙漠中的钾蒸发池，美国犹他州 (© Jassen Todorov/Solent News/REX/Shutterstock)
https://bing.ioliu.cn/photo/SpiralSpain_EN-AU12059815472?force=download,"欧洲, 西班牙, 巴伦西亚",2017-12-01,索菲亚王后艺术歌剧院的内部，西班牙巴伦西亚 (© AWL Images/Masterfile)
https://bing.ioliu.cn/photo/Piraputanga_EN-AU15054048303?force=download,"南美洲, 巴西, 塞拉多生态区",2017-11-30,塞拉多生态区内的希氏石脂鲤，巴西 (© Luciano Candisani/Minden Pictures)
https://bing.ioliu.cn/photo/LAUnionStation_EN-AU9199909903?force=download,"北美洲, 美国, 洛杉矶",2017-11-29,洛杉矶的联合车站，美国加利福尼亚州 (© Ted Vancleave/Gallery Stock)
https://bing.ioliu.cn/photo/RiceLights_EN-AU9205510065?force=download,"亚洲, 日本, 轮岛",2017-11-28,灯光装点的水稻梯田，日本轮岛 (© Sean Pavone/Alamy)
https://bing.ioliu.cn/photo/BFBadger_PT-BR10164748033?force=download,亚洲,2017-11-27,狗獾在黑森林中觅食，德国 (© Klaus Echle/Minden Pictures)
https://bing.ioliu.cn/photo/RRCNCA_EN-AU9010154204?force=download,"北美洲, 美国, 红岩峡谷国家野生生物保护区",2017-11-26,红岩峡谷国家野生生物保护区，美国内华达州 (© plainpicture/Westend61/Cameron Davidson)
https://bing.ioliu.cn/photo/RhoneRiverDusk_EN-AU9143412025?force=download,"欧洲, 法国, 阿维尼翁",2017-11-25,圣贝内泽桥和罗讷河黄昏时刻的美景，法国阿维尼翁 (© David Noton/Minden Pictures)
https://bing.ioliu.cn/photo/KatenaLuminarium_EN-AU12074286571?force=download,亚洲,2017-11-24,由Architects of Air制造的充气雕塑“Katena Luminarium” (© Shirlaine Forrest/WireImage/Getty Images)
https://bing.ioliu.cn/photo/TurkeyTail_ZH-CN10425367061?force=download,"欧洲, 西班牙, 戈尔比亚自然公园",2017-11-23,Gorbea自然公园内的云芝，西班牙 (© David Santiago Garcia/Aurora Photos)
https://bing.ioliu.cn/photo/Forest20171122_ZH-CN11904842708?force=download,"亚洲, 中国, 洛阳市",2017-11-22,今日小雪老君山山顶上的寺庙夕阳美景，中国河南省洛阳市  (© SergeyOrlov/Design Pics/plainpicture)
https://bing.ioliu.cn/photo/PupsPlayGalapagos_EN-AU8850145565?force=download,"亚洲, 厄瓜多尔, 圣地亚哥岛",2017-11-21,圣地亚哥岛上的加拉帕戈斯群岛海狮幼崽们，厄瓜多尔 (© Tui De Roy/Minden Pictures)
https://bing.ioliu.cn/photo/ChildrenofEarth_EN-AU11097669458?force=download,"欧洲, 挪威, 北角",2017-11-20,地球上的孩子纪念碑，挪威北角 (© Cultura/REX/Shutterstock)
https://bing.ioliu.cn/photo/HeadwatersWilderness_EN-AU9635954803?force=download,"北美洲, 美国, 威斯康星州",2017-11-19,威斯康星州的水源荒野地 (© Ian Shive/Tandem Stills + Motion)
https://bing.ioliu.cn/photo/GranParadisoNP_EN-AU11803196014?force=download,"欧洲, 意大利, 大帕拉迪索国家公园",2017-11-18,大帕拉迪索国家公园内的臆羚，意大利 (© Marco Ronconi/Offset)
https://bing.ioliu.cn/photo/RoyalAlcazars_EN-AU13378849776?force=download,"欧洲, 西班牙, 塞维利亚",2017-11-17,塞维利亚王宫的大使厅，西班牙 (© Lucas Vallecillos/age fotostock)
https://bing.ioliu.cn/photo/CorongBeachDrone_EN-AU12754210743?force=download,"亚洲, 菲律宾, 艾尔尼多自然保护区",2017-11-16,艾尔尼多自然保护区内巴奎湾的景观，菲律宾巴拉望省 (© Alex Punker/Nimia)
https://bing.ioliu.cn/photo/OlivesTunisia_PT-BR12251908561?force=download,"非洲, 突尼斯, 宰格万",2017-11-15,新种植的橄榄园，突尼斯宰格万 (© Yann Arthus-Bertrand/Getty Images)
https://bing.ioliu.cn/photo/RosendaleTrestle_EN-AU10115503783?force=download,"北美洲, 美国, 罗森代尔",2017-11-14,罗森代尔高架桥，美国纽约州罗森代尔 (© Greg Miller/Gallery Stock)
https://bing.ioliu.cn/photo/PlanetariumBibliotheca_EN-AU12150844356?force=download,"非洲, 埃及, 亚历山大港",2017-11-13,新亚历山大图书馆的天文馆，埃及亚历山大港 (© Paul Panayiotou/SIME/eStock Photo)
https://bing.ioliu.cn/photo/SecretaryHunt_PT-BR11569265072?force=download,"非洲, 南非, 利特弗雷自然保护区",2017-11-12,一只蛇鹫在南非利特弗雷自然保护区内寻找食物 (© Richard du Toit/Getty Images)
https://bing.ioliu.cn/photo/LeuchtturmWarnemuende_EN-AU8137822331?force=download,"欧洲, 德国, 瓦尔内明德",2017-11-11,瓦尔内明德的灯塔，德国梅克伦堡-前波美拉尼亚州罗斯托克市 (© Sandra Kreuzinger/Moment Open/Getty Images)
https://bing.ioliu.cn/photo/MudstoneBadlands_EN-AU8474724583?force=download,"北美洲, 美国, 恶地国家公园",2017-11-10,恶地国家公园内的城堡步道，美国南达科他州 (© Kirkendall-Spring Photographers/NPL/Minden Pictures)
https://bing.ioliu.cn/photo/HeronIslandShark_EN-AU12565902939?force=download,"大洋洲, 澳大利亚, 赫伦岛",2017-11-09,避开鲨鱼追击的鱼群，澳大利亚赫伦岛 (© Scott Carr/REX/Shutterstock)
https://bing.ioliu.cn/photo/PointArenaLH_EN-AU10512756450?force=download,"北美洲, 美国, 波因特阿里纳",2017-11-08,波因特阿里纳灯塔，美国加利福尼亚州 (© plainpicture/Westend61/Spotcatch)
https://bing.ioliu.cn/photo/CRGFerns_ZH-CN13613783251?force=download,"亚洲, 中国, 黄龙风景名胜区",2017-11-07,黄龙风景名胜区，中国四川 (© Sergey Orlov/Design Pics/plainpicture)
https://bing.ioliu.cn/photo/BudaCastle_PT-BR8485958447?force=download,"欧洲, 匈牙利, 布达城堡",2017-11-06,从匈牙利布达佩斯的盖勒特山看到的布达城堡 (© Ionut David/Alamy)
https://bing.ioliu.cn/photo/FoucaultPendulum_EN-AU9807228543?force=download,"北美洲, 美国, 洛杉矶",2017-11-05,格里菲斯天文台内的傅科摆装置，美国洛杉矶 (© GIPhotoStock/Science Photo Library)
https://bing.ioliu.cn/photo/PrusikPeak_ZH-CN10980657640?force=download,"北美洲, 美国, 高山湖泊荒野动植物自然保护区",2017-11-04,高山湖泊荒野动植物自然保护区内的普斯克峰，美国华盛顿州 (© Floris van Breugel/Minden Pictures)
https://bing.ioliu.cn/photo/TaProhm_EN-AU10906968982?force=download,"亚洲, 柬埔寨, 暹粒市",2017-11-03,吴哥考古园内的塔布茏寺，柬埔寨 (© Stefano Coltelli/Offset)
https://bing.ioliu.cn/photo/ShanwangpingKarst_EN-AU5360258756?force=download,"亚洲, 中国, 山王坪喀斯特国家生态公园",2017-11-02,重庆郊区的山王坪喀斯特国家生态公园，中国 (© Chen Chao/Getty Images)
https://bing.ioliu.cn/photo/Uummannaq_EN-AU13029708316?force=download,"欧洲, 格陵兰岛, 乌玛纳克",2017-11-01,乌玛纳克，格陵兰岛 (© Gonzalo Azumendi/Getty Images)
https://bing.ioliu.cn/photo/HauntedGallery_EN-AU7884856477?force=download,亚洲,2017-10-31,今日万圣节超自然肖像 (© Getty)
https://bing.ioliu.cn/photo/InspirationPoint_EN-AU9257698471?force=download,"北美洲, 美国, 优胜美地国家公园",2017-10-30,优胜美地国家公园灵感点附近的隧道，美国加利福尼亚州 (© Cameron MacPhail/Aurora Photos)
https://bing.ioliu.cn/photo/KyrgyzstanCat_EN-AU10859527245?force=download,欧洲,2017-10-29,天山的雪豹，吉尔吉斯斯坦 (© Sebastian Kennerknecht/Minden Pictures)
https://bing.ioliu.cn/photo/Cotoneaster_ZH-CN13904488642?force=download,亚洲,2017-10-28,今日重阳节栒子属植物秋色的叶子 (© Steve Terrill/Danita Delimont)
https://bing.ioliu.cn/photo/KemeriBog_EN-AU9749876935?force=download,"欧洲, 拉脱维亚, 凯迈里国家公园",2017-10-27,凯迈里国家公园，拉脱维亚 (© Sven Zacek/Minden Pictures)
https://bing.ioliu.cn/photo/HallstattAustria_PT-BR9407016733?force=download,"欧洲, 奥地利, 哈尔施塔特",2017-10-26,哈尔施塔特，奥地利 (© rudi1976/Alamy)
https://bing.ioliu.cn/photo/TahquamenonFalls_EN-AU8966938934?force=download,"北美洲, 美国, 塔库梅隆瀑布州立公园",2017-10-25,塔库梅隆瀑布州立公园内的塔库梅隆瀑布，美国密歇根州 (© Matt Anderson Photography/Getty Images)
https://bing.ioliu.cn/photo/CatBaBoats_EN-AU10871859347?force=download,"亚洲, 越南, 吉婆岛",2017-10-24,越南吉婆岛上的小船 (© Garret Suhrie/Tandem Stills + Motion)
https://bing.ioliu.cn/photo/Forest_ZH-CN16430313748?force=download,"亚洲, 中国, 林芝市",2017-10-23,今日霜降林芝市的云雾森林，西藏高原 (© Media Drum World/Aurora Photos)
https://bing.ioliu.cn/photo/AmalfiCathedral_EN-AU8035963050?force=download,"欧洲, 意大利, 阿马尔菲",2017-10-22,阿马尔菲主教座堂，意大利阿马尔菲 (© Inge Johnsson/age fotostock)
https://bing.ioliu.cn/photo/HawaiiWave_EN-AU12324758618?force=download,"北美洲, 美国, 瓦胡岛",2017-10-21,瓦胡岛的北岸的“波浪建筑”，美国夏威夷 (© Vince Cavataio/plainpicture)
https://bing.ioliu.cn/photo/LaGrandeNomade_EN-AU10098798714?force=download,"欧洲, 法国, 昂蒂布",2017-10-20,由艺术家荷梅·潘萨设计的流浪者雕像的内部细节，法国昂蒂布 (© travelstock44/Alamy)
